CustomerID,Name,Email,Phone,Address,Age,Gender,PurchaseHistory,LoyaltyPoints
2293,Ryan Diaz,ynguyen@rivas.com,246.411.4268x52414,"USNV Bruce, FPO AP 71636",67,Female,"['Jakot', 'Sibaris Gran Reserva', 'Maffei Vineyard', 'Flying Rooster Vineyard', 'Countenance', 'Lot 313 Field Blend', 'Bin Select 770', 'Medium Sweet', 'Herdade Reserva']",891
2294,Erica Ramirez,cristian33@lee.org,(279)395-4189,"409 Lauren Wall, South Susanville, LA 79478",34,Female,"['Kelham Vineyard', 'Ursa Maior', 'Aux Cras Premier Cru', 'Serres Ranch Late Harvest', 'Haven', 'Sebella']",468
2295,Christine Harris,brian60@gmail.com,(924)332-1356,"025 James Extension Suite 544, Simpsonside, LA 06860",69,Female,"['Bien Nacido Vineyard', 'Lucky No. 7', 'Cuvée Réserve', 'Beckstoffer Clone Six', 'Dion', 'The Pairing Collection Cheese & Crackers', 'Serie Riberas Gran Reserva Ribera del Tinguiririca', 'Stamp of Australia', 'Cubia']",396
2296,Robert Hensley,danielmcdonald@gmail.com,901-941-1596x28542,"11740 Brooks Orchard Suite 506, Port Jeremyland, RI 00714",30,Female,"['Persephone Vineyard', 'Poggio alla Pietra Brunello di Sonoma', 'Les Vaillons Vieilles Vignes Premier Cru', 'Nolan Vineyards', 'Gunselman Bench Vineyard', 'The Cutrer', 'Jazz', 'Ad Lib Mix Master']",232
2297,Ashley Gonzalez,greennathaniel@hotmail.com,+1-712-556-6038,"6343 Rebecca Parks Suite 597, Greenhaven, DE 34329",50,Male,"['Pertimali', 'Campedel', 'Une Vallée Red', 'VCS', 'Tatschler', 'Caton Vineyard Ballfield', 'Brut Apanage', 'Californa Cuvee']",736
2298,Claudia Snow,nathanharper@hotmail.com,(231)894-7724,"PSC 3388, Box 7000, APO AA 06645",21,Female,"['Gerber Vineyards', 'Elerding Vineyard Double Barrel']",68
2299,David Sanchez,taylormegan@hotmail.com,001-180-768-1196,"5131 Ernest Locks, North Adam, MO 61182",58,Male,"[""Sant'Helena"", 'Baja Viento Vineyard', 'Mattern Ranch', 'Foreshadow', 'Audace', 'Max Cuvée', 'Verv Brut', 'Rocim Branco']",576
2300,Jessica Riley,dunlapdaniel@hotmail.com,(093)807-6395x09486,"2188 Patrick Passage Apt. 532, Waltonport, IA 83482",62,Male,"['Paris Goulart Reserva', 'Terre de Fic 3', 'Charbonneau', 'Hugl', 'Don Antonio', 'Rive di Farra di Soligo Extra Dry']",426
2301,Kelly Baker,salazartammy@yahoo.com,437-764-7157,"PSC 4956, Box 4550, APO AA 56480",40,Female,"['Peromato', 'Gran Cuvée Rosé', 'Ela', 'Andreza Branco', 'Re Nero', 'Galhasi Inzolia-Catarratto', '0 Degrees']",574
2302,Brittany Terrell,tiffany82@stein-west.com,+1-453-595-3668x267,"USCGC Gomez, FPO AA 45808",50,Male,"['Piesporter Goldtröpfchen Auslese Goldkap', 'Mosaic Meritage', 'Finca Pedregal Single Vineyard', 'Villero', 'Magill Estate']",65
2303,Donna Welch,zlucas@hotmail.com,001-608-076-8371x6648,"Unit 7037 Box 2946, DPO AP 17537",54,Female,"['Bassetti Vineyard Rena Block', 'The Franc', 'Afterglow Estate Dessert', 'Clone 828', 'Stronghold Vineyard', 'The Oracle of Delphi', 'Saunders Vineyard Estate Grown Reserve', 'Calìo']",696
2304,Timothy Stevens,chase87@myers.com,+1-907-412-6441,"410 Joseph Isle Apt. 316, South Scottville, NC 89855",64,Female,"['Heart Arrow Ranch', 'Il Bianco', 'Museum Reserve Antique Tawny', 'Las Vals', 'Genetin', 'Manon', 'Clos Windsbuhl Hunawihr Vendange Tardive']",329
2305,Michelle Schmitt,tina66@green.biz,609-655-8477x344,"642 Gerald Forks, Thompsonburgh, IL 72332",41,Male,['Ametys'],85
2306,Diana Porter,unichols@yahoo.com,662.214.8773,"581 Wall Tunnel Suite 511, Suzanneville, FL 37568",43,Male,['Metodo Classico Brut'],78
2307,David Rojas,phillipsdonna@collins-davis.org,001-060-717-0107x4563,"04526 Chan Crossroad Suite 133, West Matthewtown, CO 38504",60,Male,"['Clos du Grand Carquelin', 'Poverty Bay', 'Señorío de los Llanos Gran Reserva']",273
2308,Jennifer Mccann,pdennis@patterson.com,(204)603-8301x908,"Unit 4403 Box 2290, DPO AA 84791",42,Female,"[""Mary's Vineyard"", 'The Dark Side', 'Rued Vineyard Dutton Ranch', 'Celebration', 'Consensus Pinot Noir-Touriga Nacional']",335
2309,Terry Shepherd,kdaniels@gmail.com,+1-149-327-2783x9055,"6318 Michael Estates Suite 573, Mossfurt, WY 96573",63,Female,"['Piccolo Cru', 'Rosè Brut de Noir', 'Andreas Cabernet Sauvignon', 'Cantolibero', 'Palacio de Otazu Altar', '5 year', 'CH']",385
2310,Craig Davis,martinnancy@white.net,7515111118,"USCGC Moore, FPO AP 73276",48,Female,"['Altísimo', ""Tikka's Run"", 'Ermitage', 'Vinha da Defesa Tinto', 'Finca La Florencia', 'Le Moie', 'Nysa']",364
2311,Barbara Gonzalez,brianna14@huff.org,(809)850-0540,"22255 Li Mission, Stephanieburgh, MA 81967",64,Female,"['Cornell Villa Nigra', 'Cuvée Le Charnay', 'Larry Venturi Vineyards']",297
2312,Justin Gray,montgomeryrobin@gmail.com,001-549-452-9648x82818,"825 Avila Rapids, Port Tricia, CO 20571",22,Female,"[""Maple Vineyard Bill's Block"", 'Shorebird Conner Lee Vineyard', 'E', 'Reserve 34', 'Central Avenue Vineyard']",110
2313,Kimberly Green,morgancarey@gmail.com,001-637-829-1706x6815,"22240 Nichols Tunnel, New Terranceton, VT 83829",31,Female,"['Galante Vineyard', 'III Lustros Gran Reserva', 'Reserve Barrel Select', 'Langenloiser Dechant', 'Ajan']",205
2314,Michael Hart,griffindaniel@adams.com,+1-183-888-9791x76804,"564 Laura Walks Suite 970, West Micheleport, MT 21228",37,Male,"['Rafael', 'Blondie Dry', 'Sisu', 'Domaine de Châtenoy Rouge Noir', 'Höhereck Smaragd']",370
2315,Mr. Michael Walters,lhooper@yahoo.com,086.582.7112,"1843 Rachael Turnpike, South Tammyland, ND 56294",23,Female,"['Jakot', 'Cancilla Vineyard', 'Monte das Anforas']",60
2316,Eugene Anderson,christopher25@yahoo.com,388-416-8079,"USNS Sanchez, FPO AA 55905",35,Male,"['Yasmin', ""Casey's Block"", 'The Bamboo Scrub Single Vineyard', 'Le Chiuse di Sotto', 'Alta Reserve Las Barrancas Vineyards', 'Province', 'Domaine de la Rossignole Cuvée Vieilles Vignes', 'Memsie Shiraz-Malbec-Cabernet Sauvignon']",296
2317,Lisa Waters,awatson@gmail.com,+1-005-255-9402x49640,"193 Clark Glen Apt. 418, Charlestown, MO 42912",58,Male,"['Vendimia Tardia Single Vineyard Finca El Bosque', 'Noval Black', 'Camp du Rouss', 'Les Folastries', 'La Richemonne Cuvée Ultra Premier Cru', 'Follies Janela Manuelina', 'Point Break']",441
2318,Matthew Carroll,catherine08@robinson.com,515.157.4013x641,"USCGC Khan, FPO AP 30244",43,Female,"['MasterPeace', 'Finca Resalso', 'Foglio 38', 'Three Coins', 'Synergy Blanc', '33 Degrees North Gracie Hill Vineyard, Dalla Collina', 'Viña El Pisón', 'Balciana', 'Le Bordeaux de Bernard Magrez']",270
2319,Chase Tran,christopher12@yahoo.com,001-277-737-2690x3601,"8488 James Square, Carterberg, HI 98930",65,Female,"['Ernesto Wickenden Vineyard Old Vines', 'Les Bernadats']",52
2320,Ryan Bell,erin51@hart.com,001-221-067-5217,"Unit 0095 Box 9048, DPO AP 63043",62,Female,"['Perlat', 'Vineyard Collection Sunny Slope Vineyard']",154
2321,Jennifer Wilson,allennichols@hotmail.com,045-931-0164,"18460 Kari Parkways, South Johnland, IN 76434",35,Male,"['Olivia Vineyard', 'Ben Schild Reserve', 'Monte Vide Eu Tannat-Merlot-Tempranillo', 'Blue Label Premier Cru Brut', 'Bremerview', 'Terrunyo Costa Los Boldos Vineyard Block 5', 'Manitou', 'Riserva Petri', 'Quinta da Murta Espumante Brut Nature']",243
2322,Aimee Foster,thill@lee-raymond.com,(297)722-6500x219,"755 Newman Oval, North Patricia, DE 05527",36,Female,"[""Ladi's Vineyard"", 'Rosso di Verzella', 'Terroir Series', 'Sogno Dolce', 'Lokal Silex', 'Escudero del Maestre', 'Cupinero']",336
2323,Carolyn Contreras,hedwards@hotmail.com,001-803-044-8434x57480,"7620 Stanley Fields, Port Kristopher, NJ 29175",51,Female,"['Hidden Valley Vineyard 51%, Wine Bush Vineyard 36%, Filipponi & Thompson Vineyard 13%', 'Conte Ferdinando Guicciardini Tricorno', 'Montesco', 'Sanford & Benedict Vineyard', 'Johannisberg Hölle GG Erste Lage', 'Château Lalande Bellevue']",420
2324,Aaron Reid,wwest@mercado.info,086-668-0780x54165,"1620 David Mall Suite 899, Smithberg, IL 00662",68,Female,"['Les Trois Terroirs', 'Rocim', 'Cuvée du Vigneron']",183
2325,Patricia Espinoza,christina94@compton.info,001-817-289-1822,"7927 Robin Locks Apt. 477, Alexanderchester, ID 55459",33,Female,"['Sauvignon Blanc/Feteasca Regala', 'Les Blanchots Dessous', 'Red Label Diamond Collection', 'Artisan Collection', 'Casalini']",195
2326,Kathryn Benton,jenniferbutler@williams-jensen.net,+1-985-174-2956,"482 Reese Courts Apt. 265, Chavezborough, UT 62342",41,Male,"['Ginestra', 'Identity Crisis', 'Starlight', 'Sensual', 'Edna Ranch 1772', 'Hira Ranch']",306
2327,Cody Castro,robertbailey@yahoo.com,001-490-515-4720x2922,"2098 Joseph Parkway Apt. 505, Jasonchester, ME 70516",42,Male,"[""Bonita's Hill Don Miguel Vineyard"", ""Vintner's Reserve Meritage""]",22
2328,Crystal Wheeler,lloydmia@yahoo.com,470.043.2090,"USNV Mccarthy, FPO AA 77884",55,Female,"['San Luigi', 'Paxis', 'BelnerO', 'Schietto Syrah', 'Horse Heaven Hills', 'Hochheimer Domdechaney Beerenauslese', 'Le Creete']",266
2329,Christopher Liu,elizabethballard@yahoo.com,+1-011-354-3601x873,"PSC 2186, Box 1174, APO AP 76416",64,Female,['Rinaldi'],22
2330,Sarah Anderson,silvadenise@yahoo.com,7665184234,"081 Davidson Oval Suite 495, Lake Shawnfurt, MD 91464",65,Male,"['Ried Bruck Viessling Smaragd', 'Greengate Ranch & Vineyard', 'Occhio a Vento', 'Domaine Bel Eouve', 'Sunnyside Vineyard', 'Crazy Creek Vineyard', 'Blend 25', 'Clos de Chênes Premier Cru', 'Demetria Estate']",846
2331,Cody Bryan,caitlin24@werner.org,320-436-0898x624,"420 Smith Manors, Olsonberg, WV 22121",40,Female,"['Cuvée Traditionelle', 'Viña Albina Reserva']",154
2332,Samantha Bowman,waderyan@gmail.com,(796)482-4437,"7351 Stuart Mall Suite 771, Lake Russellborough, IA 07211",43,Female,"[""Gino's Vineyard"", 'The Clippings', 'Aamackhnoc']",228
2333,Gabrielle Perez,gillespiemary@gmail.com,076.233.2897x6817,"9001 Jennifer Ranch Apt. 668, North Charles, CA 84088",40,Male,"['Armonia', 'Matheson Vineyard']",60
2334,Mark Turner,deanfoster@hotmail.com,432-589-5690,"116 Holt Village, East Carolynport, CO 09667",54,Male,"['Gran Tiati', 'Originals', 'Les Vieilles Fontaines', 'La Trincherina', 'Vigneto Rafaèl', 'Château de Nozet Baron de L', 'Côte de Lechet Premier Cru', 'Canterbury Vineyard']",752
2335,Lindsey Davis,allenshaun@gmail.com,9147960241,"8661 Michael Pines, West Christopherton, CO 29205",23,Female,"['Crucillón', 'Conde de Valdemar Rosado', 'Cátulo', 'R&S Franscioni Vineyard', 'Biokult Grüner Veltliner', 'WCF Red', 'Clavoillon Premier Cru', 'Les Baronnes', 'Ciconia The Reserva']",648
2336,Heather Calhoun,fayers@gmail.com,6855255375,"0963 Sanchez Knoll, Port Amy, OR 40639",59,Female,"['Mistero', 'Porto Elana', 'Daniel']",219
2337,April Mccoy,asmith@moore.com,640-200-1614x2552,"01173 Bender Mills, Obrienburgh, MI 25493",29,Male,"['Fuente Elvira - Fermentado en Barrica', 'Croere']",148
2338,Robert Zavala,jack31@gmail.com,487-118-4726,"73164 Krista Rest Apt. 879, Contrerasborough, MI 42080",66,Male,"['Mas Elena Merlot-Cabernet Franc-Cabernet Sauvignon', ""Dragon's Tooth"", 'La Doriane', 'V']",112
2339,Maxwell Dominguez,yhuber@gmail.com,591-070-3691,"41068 Simpson Ridge, Ryanstad, ND 97803",42,Male,"[""Tallulah's Run Reserve"", 'Bianca di Valguarnera']",116
2340,Elizabeth Reese,ryan57@hotmail.com,+1-217-406-0079x5990,"USS Fleming, FPO AA 67898",37,Male,"['Heredity', 'Perfil', 'Chartron et Trébuchet Cuvée La Chaume', 'Daniel', 'Zöbinger Heiligenstein Lyra', 'Halbtrocken', 'Predicador']",637
2341,Robert Castro,wolfeadam@hotmail.com,528.417.8355,"PSC 2278, Box 5091, APO AA 40863",69,Female,"['3 Stones Niederhäuser Dry', 'Drama Queen', 'Otello Nero di', 'Annaté II', 'Wiley Vineyard', 'Rich Harvest Red Wine', 'Hip Hip', 'Teldeschi', 'Boushey']",666
2342,Andrea Johnson,alicia17@gmail.com,114-820-0072x8503,"983 Shannon Way, East Tammyborough, DC 07760",68,Female,"['Raven Oaks VIneyards', 'Trenton View Vineyard', 'Caliche Lake Vineyard', 'MacBride Vineyard', 'McLaren Parish Vineyard', 'Dimension Crianza', ""Méthode à l'Ancienne"", 'Culpeo Made with Organic Grapes', 'Carolina Marengo']",270
2343,James Gutierrez,megan46@schmidt.biz,766.426.3301,"207 Samantha Wall Apt. 265, Allenfurt, CA 81876",36,Female,"['Selecció +8', 'Aptus', 'Bien Nacido', 'Chauvignon Reserve Blanc de Noirs']",256
2344,Brooke Maldonado,srobertson@gmail.com,(796)278-1348,"294 Washington Landing Apt. 818, South Jamesview, IN 56348",45,Male,"['La Closeraie', 'Sandara Fizz Rosé', 'Les Arcades']",231
2345,James Dawson,cynthiarobinson@cross-webster.org,+1-883-923-3905x7772,"62521 Caroline Meadows, New Franciscoberg, KY 94454",46,Female,"['Smaragd Steinwand', 'Vigna delle Conchiglie Riserva', 'Bernkasteler Kurfürstlay Spätlese']",90
2346,Lauren Nelson,anthony38@foster-stevens.com,+1-607-215-7868x53457,"566 Wendy Pine, Cardenasbury, DC 30492",39,Female,"['Cuvée Giulio I', 'Clements Ridge Vineyard', 'La Chenaie', 'The Cenosillicaphobic Cat Sagrantino-Cinsault', 'Assyrtico', 'Critone', 'Native Son', 'Dante Dusi Vineyard Reserve']",272
2347,Whitney Brown,wmiller@carrillo-flores.org,(613)263-1269x0413,"Unit 4871 Box 8643, DPO AA 77267",57,Male,"['Eclipse', ""Estate Robert's Blend"", 'William Selection', 'Tawny  Library Vol. XIV']",216
2348,John Shaw,thomasbrandon@gill.com,291-568-3820,"32500 James Extensions, New Williamberg, CA 22302",65,Female,"['Superieur Kosher', 'MK Vineyard', 'La Crêle', 'Silver Pines Vineyard', 'Estate Heavy Metal Vineyard']",145
2349,Bradley Mathews,karenlewis@walker.info,9656997177,"6349 Mcneil Manors, Danielbury, WA 15756",23,Male,"['Cuvee des Artistes', 'Grotte Alte', 'Dos Cortados Rare Old Dry Palo Cortado Aged 20 Years', 'Ürziger Würzgarten', 'Gold Seal Vineyards', 'Clos des Guettes']",84
2350,Patrick Torres,oconnellsavannah@anderson.com,749.457.7798x467,"783 Perez Wells Apt. 392, Jeromeland, ID 23597",60,Female,"['Vista Luna', 'Merchant Prince Rare', 'Hochheimer Domdechaney Beerenauslese', ""Kavel's Flock"", 'Aldiano Riserva', 'Mortal Zin', 'Finniss River Braeside Vineyard', 'Poggio Selvale Riserva', 'Mittelbergheim Vieilles Vignes']",270
2351,Samantha Owens,edward48@cordova.info,433.152.5720x3578,"9769 Webb Ridge Apt. 865, Anaside, CA 91101",24,Male,['Le Vol des Anges Beeswax Vineyard'],18
2352,Timothy Hernandez,alexander79@meyer.com,+1-644-363-3535x1807,"50035 Alexander Vista Apt. 724, North Vincentside, ID 99852",40,Male,"['Velours', ""Vanessa's Vineyard""]",160
2353,William Lindsey,donnawoods@hotmail.com,357.674.4443,"7020 Parker Avenue, West Robertfurt, ND 24427",26,Female,"[""Le Carillon d'Angélus"", 'Vie!', 'Johannisberg Hölle GG Erste Lage', 'Nouvelle Vague Nummer 10 Trockenbeerenauslese', 'Altosur', 'Le Clos de Bannon']",450
2354,Samantha Hill DVM,rebeccahobbs@hotmail.com,(300)287-9971x80855,"PSC 4347, Box 7791, APO AE 43099",55,Male,['Living in the Limelight Dionysus Vineyard'],71
2355,Jerry Williams,josephdavis@ward.info,(806)245-3630x5737,"0966 Joshua Ramp, Morachester, TN 98445",38,Male,"['Portillo Estate Bottled', 'Levigne Riserva', 'CJR Blanc de Blancs', 'Premium Fino Amontillado Coquinero Fino', 'Vigneto Brich Ronchi', ""Nina's Cuvée"", 'Dreambird', 'Les Chaumées Premier Cru', 'Tutto a Mano Valmaggiore']",630
2356,Joel Atkinson,ugonzalez@hotmail.com,800.015.3202x56153,"187 Joseph Locks, Ryanborough, MO 90930",35,Female,"['Saint-Barthélémy', 'Le Tronsec', 'Special Release', 'Underworld']",104
2357,Christopher Wallace,mirandajohnson@snyder.net,7750492864,"55950 Andrew Corner, East Robinshire, NV 87554",39,Female,"['DVX Rosé', 'Corvino Bosco Vineyard', 'Malterdinger', 'Trebella', ""Atoosa's Vineyard""]",455
2358,Amy Wilson,keithreese@peterson-taylor.com,(278)623-7680,"985 Brown Garden Suite 418, West Jerry, WA 13432",26,Male,"['Mesa Reserve Estate Grown and Bottled', 'Duet', 'Les Casterasses', 'Liza', 'Fleur', 'Out-of-Sight Vineyard', 'Snake Charmer', 'Massaccio']",240
2359,Chelsea Jacobs,debra80@yahoo.com,+1-872-549-2468x044,"Unit 4316 Box 0699, DPO AE 66172",47,Female,"['Small Lot Series', 'Cuvée Frédéric Emile', 'Reserve Botrytised', 'Coraje']",60
2360,Lauren Lee,jessicacobb@murphy.info,001-688-118-6185x315,"7404 Tony Roads, North Brittany, DE 16072",35,Male,"['Cuvèe 1821', 'Quinta de Cidrô', 'Le Grand Argentier', 'Loidana', 'Pinot Noir', 'Le Balze Riserva', 'Laghiglione', 'Estate Grown Celebrating 150 Years']",464
2361,Stephen Reed,austinwilson@yahoo.com,060.961.0656x8020,"8182 Michelle Wells, East Jenniferfurt, WA 19667",36,Male,"['Lieu dit Hohrain', 'Murtas', 'Wösendorfer Hochrain Smaragd']",105
2362,Holly Walters,wjacobs@gmail.com,334.123.6261,"593 Anderson Land, South Michael, CT 24681",42,Male,"['Casa dos Zagalos Reserva', 'Hochheimer Kirchenstück Erstes Gewächs  Trocken', 'B-Bar-X Ranch Reserve']",273
2363,Kenneth Wright,murphyanthony@yahoo.com,(910)670-3671x770,"80131 Brian Turnpike Suite 687, South Theresa, MA 61914",39,Female,"['Grieve Family Vineyard', 'Minotaur', 'Elixir Demi-Sec Premier Cru']",144
2364,Michael Costa,jessicagonzales@hotmail.com,+1-973-780-7687x616,"078 Barbara Road, Morrisonville, MI 10579",26,Male,"[""Winemaker's Collection Primitivo"", 'Ela Branco', 'Vigna La Prima Gran Selezione']",54
2365,Kelly Brewer,suttonnathan@lee.com,001-948-687-8923x567,"911 Simon Mills Apt. 477, Murphyhaven, NC 58369",46,Male,"['Abbotts Prayer Vineyard', 'Santa Digna Estelado Rosé', 'P.Mondavi Family Reserve', 'Landa Vineyards', 'Fortuna', 'Doctoressa di Lago Single Site']",582
2366,Michelle Lane,akerr@yahoo.com,+1-408-084-3289x0649,"530 Pruitt Isle Apt. 440, Cassandraberg, NV 70231",28,Female,"['OMG Three Barrels', 'Bunk House', 'MRV', 'McCrone Vineyard', 'Hendry Vineyard', 'Three Cane Blend', 'Riserva Massi di Mandorlaia', 'Capitoni', 'Three Goose']",720
2367,Allison Thomas,mark06@hotmail.com,(636)952-3583,"894 Singh Loaf, Lake Brad, MI 14964",48,Male,['Dead Horse Ciel du Cheval Vineyard Red Wine'],69
2368,Eric Graves,cassandracherry@yahoo.com,+1-327-889-9156x6475,"37233 Stout Fall Suite 532, Whiteborough, HI 02846",67,Female,"['Nerìo Riserva', 'Massís del Garraf', 'Meme']",210
2369,Eric Carter,natalie76@hotmail.com,855-351-2626x4061,"096 Williams Row Suite 861, Port Mitchellhaven, IN 85087",35,Female,"['District 4', 'Traibo', 'Michael Black', 'Gmärk', 'Premium Quality Dry']",475
2370,Vickie Jackson,wmorrison@escobar-hartman.biz,616.045.4395,"USNV Hamilton, FPO AP 82551",57,Female,"['Perfil', 'Fabula', 'Cemetary Vineyard', 'Sleepy Hollow Vineyard Logan']",352
2371,Paul Reed,reynoldschristina@yahoo.com,(620)164-2651x8240,"7606 Jones Underpass, Orozcoshire, FL 29235",28,Male,['Hein Family'],14
2372,Steven Walker,caitlin14@pierce-curry.com,248-225-0279,"9217 Johnson Mews, Mcdonaldport, AZ 57293",61,Male,"['Domaine Long-Depaquit Les Clos Grand Cru', 'The Great', 'Obtuse', 'Grand Cru Heimbourg Turckheim Vendange Tardive', 'Summit 2900', ""L'Equilibrio"", 'Law of Proportions', 'Rapley Trail Vineyard B Block']",720
2373,Tyler Warner,kenneth91@gmail.com,559.280.8183,"68284 Mcgrath Way Suite 396, New Mark, IL 08961",42,Female,"['Floreado', 'Bacchanal', 'Château Pêgau Cuvée Lône', 'Pale, Dry Fino', 'Montsalvat', 'Lucca Red Wine', 'Gowan Creek Vineyard Estate Grown', 'Prestige Blanc', 'Andean Culture']",711
2374,James Foster,vanessahood@tate.com,001-884-931-1866x386,"5857 Joshua Hollow, New Jessicaside, CT 38305",26,Female,['Il Groto'],73
2375,Elizabeth Thompson,harriskyle@hotmail.com,2547712217,"86723 Kim Overpass, Kaylaborough, NJ 56973",36,Male,"['Les Vignes de Marcoux Lost Soul', 'Nola', 'Les Papilles', 'Big Sky Cuvée Red Wine', 'Trigrammaton', 'St Amand', 'RosaChiara Rosato', 'Leveroni Vineyard']",360
2376,Isabella Garrett DDS,ericsmall@diaz.com,1734133161,"24112 Jill Squares, Ryanshire, ID 09180",60,Male,"['Marquês de Marialva Rosé Bruto', 'No. 89', 'B de Biac', 'Solitaire']",372
2377,Trevor Harvey,uhess@harris.org,547.363.8442x370,"5626 Graham Lodge, North Vickimouth, CO 03917",28,Male,['Serie Magno'],76
2378,Tonya Wilson,kathrynritter@yahoo.com,001-621-867-3920x031,"17812 Graham Well Apt. 045, West Jeffrey, CT 49508",44,Female,"['Centine Bianco', ""La Chapelle d'Ausone""]",104
2379,Edwin Hunter,david24@poole.com,+1-774-838-5441x4546,"4435 Bryan Junction Apt. 942, Ronaldfort, OH 78734",53,Male,"['Sot Lis Rivis', 'Poggio Scalette', 'Senftenberger Freiheit', 'Vertus Reserva', 'Cuvée Blanche de Bosredon', 'La Sangre de Jonata']",348
2380,Daniel Walker,hughesjill@yahoo.com,+1-008-622-7553,"2468 Mary Village, East Travisville, MI 60831",46,Female,"['Visellio', 'Champimonts Premier Cru', 'Il 500', 'Treborce Reserve', 'Tipico Grenache-Monastrell-Shiraz']",465
2381,Elizabeth Alexander,kristenhill@ramsey.com,413.415.2795,"870 Edwards Glens Suite 435, Lake Noahville, ND 10727",45,Female,"['Terrale', 'Blonde de Seigneur', 'Janian Mountain', 'Champ Perdrix']",256
2382,Robin Burns,bbaker@young-krueger.info,9387400381,"087 Scott Track Suite 448, Juliehaven, MI 90113",65,Female,"['Rocche delle Rocche', 'Pian di Conte Riserva', 'Costa di Bussia', 'GR-174', 'Beverly Vineyard Reserve', 'The Prospector', '3 Girls', 'Gran Reserva 890']",736
2383,Scott Benson,goulddalton@williams-nicholson.com,(607)634-1548x7686,"5300 Natalie Ridge Apt. 089, Snowview, NV 72798",46,Male,"['Terres de Saint-Lion', ""Mario's Vineyard"", 'Les Deux Anges', 'Punggl', 'Hoya de Cadenas Brut', 'A8 Parcela Única', ""Maxine's"", 'Stagecoach Vineyard Limited Edition Artist Series', 'St. Elias']",801
2384,Brian Gallagher,katherineherring@yahoo.com,(491)004-4093,"19311 Cheryl Via Apt. 287, Lake Jeremiah, NM 74094",26,Male,"['Parison', 'Dona Helena Colheita Tinto', 'Pietralava Bianco', 'Rüdesheimer Berg Rottland Spätlese Feinherb', 'Phoenix']",160
2385,David Romero,skinnerjohn@hernandez.com,207-978-4497x34128,"5783 Hughes Centers Suite 443, Simonfurt, DE 35634",69,Male,['Father and Son Cuvée'],14
2386,Ashley Nguyen,ann58@gmail.com,698-894-5371x8138,"25885 Holder Cliffs Suite 088, Fosterville, MI 37684",32,Male,"['Gerione', 'Conti Capponi Comitale', 'Ode To Merriment', 'Les Lavières Premier Cru', 'Poggio Gualtieri Riserva']",185
2387,Joseph Suarez,edwardmoore@hotmail.com,199-135-8156x207,"148 Derek Village, New Glennburgh, VT 31800",32,Male,"['Signature Selection Garey Vineyard', ""Bishop's"", 'Le Matiniere Blanc', 'Barriano', 'Pionero', 'La Platière', 'Vincè']",637
2388,Angel Vargas,johnsoncraig@gmail.com,001-547-995-3947x9682,"Unit 2089 Box 4705, DPO AP 50946",59,Female,"['Le Mesnil Blanc de Blancs Brut', 'Rosso di Gulfa', 'Duca Sanfelice Riserva', 'Stainless', 'Cincuenta y Cinco', 'Cuvée V', 'Cuvée des Ambassadeurs Brut Rosé', 'Yoeman Vineyard']",160
2389,Dana Torres,keith17@gmail.com,226.480.0659x40221,"11299 Mark Throughway, Ramirezview, TN 38661",38,Male,"['Scheiben Trockenbeerenauslese', 'Rosato Refosco Home Farm Vineyard', 'Thunder', 'Señor de Cascante Gran Reserva', 'Proyecto Cu4tro', 'Domaine André Raffaitin', 'Heissenberg']",399
2390,Richard Kirk,lucasdennis@yahoo.com,(847)433-6788x78896,"USNV Bailey, FPO AP 66397",58,Male,['Egri Bikaver'],66
2391,Kelsey Ramirez,fosterwalter@hotmail.com,+1-794-291-5082,"008 Veronica Lake, Gilberthaven, SC 25101",45,Female,"['Ockfen Bockstein QbA', ""Nichole's Blend"", 'Ibéricos Crianza', 'Monarch']",140
2392,Molly Robertson,iturner@hotmail.com,(526)877-3700,"6443 Theresa Shores, Webbchester, WV 00704",35,Female,"['Four Grapes Vintage', 'Section 94', 'Miserere', 'DVX', 'Beckstoffer-Tokalon Vineyard', ""Gap's Crown Vineyard"", 'San Leopoldo']",392
2393,Matthew Taylor,wmaldonado@gmail.com,114-979-8548x8957,"63912 Robin Land, Chapmanburgh, NM 85752",24,Female,"['Single Vineyard Selection', 'Piagè', 'Stanly Ranch Estate', ""Jackaman's"", 'Red Rock Dry Gutsabfüllung', 'Terre di Prenzano', 'Antea Limited Edition', 'Vila Santa']",776
2394,Ashley Smith PhD,kbailey@klein.biz,491.818.8982x889,"410 Atkins Isle, South Jacquelinehaven, NM 96513",57,Female,"['Jaloco Roble', 'Aithos', 'Estate Barbera', 'Sawmill Creek Vineyard', 'Haut-Coustias Cairanne', 'Carnal', 'The Ringneck', 'Leepin Vineyard', 'Poggio al Tufo']",387
2395,Elizabeth Livingston,uharris@gmail.com,612-669-6411x2695,"603 Mark Orchard Suite 062, North Christianborough, UT 91028",22,Female,"['Swicegood Vineyard', 'Quinn the Eskimo', 'Z Blend', 'Porpora Riserva', ""Mort's Reserve Watervale"", 'Terrunyo El Triángulo Vineyard Block: 28', 'Re Manfredi', 'Sagemoor Vineyard Reserve Red Wine', 'Biancodicaselle']",468
2396,Vanessa Barker,whitebrian@woods.info,965.161.7407,"908 Daisy Corners, West Janefurt, OR 22982",66,Male,"['Prime Vigne', 'Estate Wine - Cabernet Franc/Merlot', 'Giovanni Vincenzo']",114
