fake_name,point,Work_accident,mission,satisfaction_level,promotion_last_5years,last_evaluation,impact,Department,level,somebody,left,research,average_montly_hours,xy,camera,number_project,time_spend_company,from,significant,fake_date_of_birth,his,fake_zipcode,fake_misc,fake_surname,salary,xyz,me
Morgan,0.2743585627812709,0.0,-0.9615497396444316,0.19,0.0,0.63,0.03,Inventory Management,nan,0.27,0.0,0.08514410874217686,278.0,'religious',0.07,4.0,6.0,0.27,16583,2022-10-22,-0.9606426916970624,57007,'once',Kelly,low,manage,0.9606426916970624
Jamie,0.7406811145228894,0.0,-1.8541610434056557,0.8,0.0,0.64,0.03,Customer Service,1.8063473810864306,0.74,0.0,0.013814668669110894,180.0,'commercial',0.07,5.0,2.0,0.74,11940,1960-01-09,-1.8063473810864306,23873,'trade',Mccoy,low,time,1.8063473810864306
Madison,0.9613443061962392,0.0,nan,0.83,0.0,0.99,0.03,Customer Service,1.1994179529267563,-0.96,1.0,0.9548420718138307,258.0,'raise',0.07,5.0,5.0,-0.96,14185,1973-03-02,-1.1994179529267563,65965,'pay',Reynolds,high,test,1.1994179529267563
Amanda,1.2878763895796945,0.0,0.4352152762219067,0.85,0.0,0.96,0.03,Inventory Management,-0.7421549145974895,1.29,0.0,nan,240.0,'single',0.07,4.0,6.0,1.29,23641,2016-01-26,-0.7421549145974895,61355,'matter',Graves,medium,mind,0.7421549145974895
Michelle,1.1889567960126513,1.0,-0.9120517496119006,0.87,0.0,0.64,0.03,Marketing,0.7090445374058956,1.19,0.0,-0.5791089076983607,169.0,'none',0.07,2.0,3.0,1.19,20738,1936-07-25,-0.7090445374058956,09960,'attention',Hogan,medium,manage,0.7090445374058956
Christopher,1.8408265293715447,0.0,0.5427189623489801,0.95,0.0,0.63,0.03,Customer Service,-0.17523573864528186,-1.84,0.0,1.1498508830829162,153.0,'PM',0.07,4.0,3.0,-1.84,19145,1995-12-30,-0.17523573864528186,58243,'rise',Garcia,low,eight,0.17523573864528186
Michael,1.465755023321873,0.0,0.13969997835513995,0.77,0.0,1.0,0.03,,-0.4672826525194054,1.47,1.0,-1.082131880271849,255.0,'loss',0.07,4.0,5.0,1.47,15010,1928-02-22,-0.4672826525194054,88046,'none',Chavez,medium,need,0.4672826525194054
Amber,1.0442216825327837,0.0,-2.279901422867482,0.19,0.0,0.72,0.03,Sales,nan,1.04,0.0,-0.07784579996954853,102.0,'song',0.07,4.0,3.0,1.04,19225,1998-09-05,-2.192057783377453,56141,'fill',Padilla,medium,different,2.192057783377453
John,0.751127815092415,0.0,-1.9991853151075185,0.92,0.0,0.54,0.03,,nan,0.75,0.0,0.0486347501189043,141.0,'debate',0.07,5.0,2.0,0.75,19933,1921-08-17,-1.9579677724702356,39651,'professional',Silva,low,state,1.9579677724702356
Jean,1.2622794269609,0.0,-0.2432815374949877,0.5,0.0,0.56,0.03,,0.5329106671224566,-1.26,0.0,0.96773072475423,164.0,'campaign',0.07,3.0,3.0,-1.26,20564,2022-02-01,-0.5329106671224566,14776,'here',Woods,medium,among,0.5329106671224566
Chelsea,1.162257513472724,0.0,-0.5907333864400498,0.74,0.0,0.42,0.03,Sales,0.3738851290307792,1.16,0.0,-0.6537321688413966,131.0,'piece',0.07,3.0,3.0,1.16,10520,1985-11-28,-0.3738851290307792,92775,'matter',Adams,medium,blue,0.3738851290307792
Michael,0.5728387242338693,0.0,-1.304544253666018,0.87,0.0,0.72,0.03,Customer Service,1.5090175950631788,-0.57,0.0,0.7869973316774255,201.0,'two',0.07,3.0,3.0,-0.57,20082,1960-02-05,-1.5090175950631788,34768,'none',Robinson,low,because,1.5090175950631788
Stacy,0.5604285870714967,0.0,-0.9206283723213605,0.23,0.0,0.74,0.03,,0.8549520802749316,0.56,0.0,-0.1300323372914772,120.0,'these',0.07,5.0,4.0,0.56,28362,1974-03-14,-0.8549520802749316,83152,'attention',Zimmerman,high,long,0.8549520802749316
Diane,0.5250775323300565,0.0,-1.265593165961138,0.91,0.0,1.0,0.03,Inventory Management,1.4572884138726303,-0.53,1.0,nan,251.0,nan,0.07,4.0,6.0,-0.53,18608,1946-07-06,-1.4572884138726303,92976,'six',Malone,low,range,1.4572884138726303
Brenda,0.08405766560403516,0.0,-1.7134595890235274,0.61,0.0,0.47,0.03,Sales,1.8365541885341519,-0.08,1.0,0.5588200253376909,253.0,'one',0.07,2.0,3.0,-0.08,28842,2008-01-08,-1.8365541885341519,28226,'free',Romero,low,even,1.8365541885341519
Christina,0.7646255183321351,0.0,-1.4292232934014015,0.69,0.0,0.69,0.03,,1.3502078468377579,0.76,0.0,-0.12697387794744247,160.0,'stop',0.07,5.0,3.0,0.76,27121,1994-04-24,-1.3502078468377579,28967,'social',Lin,medium,us,1.3502078468377579
Danielle,0.8345904165935574,0.0,0.15070638829561211,0.44,0.0,0.54,0.03,Inventory Management,-0.3415820361233144,0.83,1.0,-0.6368862492340721,133.0,'among',0.07,2.0,3.0,0.83,28666,2023-08-29,-0.3415820361233144,87968,'professional',Zuniga,low,must,0.3415820361233144
Megan,1.1554561794836584,0.0,nan,0.84,0.0,0.83,0.03,,1.3995460929453052,1.16,0.0,-0.36777116855776903,215.0,'officer',0.07,3.0,3.0,1.16,19237,1937-07-18,-1.3995460929453052,06658,'social',Young,high,just,1.3995460929453052
Susan,1.3625085552100282,0.0,-0.08539898997446162,0.91,0.0,0.51,0.03,,0.3871877358539342,-1.36,0.0,0.992957002031983,211.0,'they',0.07,2.0,2.0,-1.36,29601,1928-05-25,-0.3871877358539342,46792,'usually',Moore,medium,out,0.3871877358539342
Jennifer,1.0561596182896895,0.0,-0.6947619620237621,0.92,0.0,0.62,0.03,,0.9671401683134557,-1.06,0.0,0.9527866636838763,199.0,'tend',0.07,3.0,2.0,-1.06,18508,1928-07-20,-0.9671401683134557,44247,'indicate',Hammond,medium,change,0.9671401683134557
Brad,1.6169928605446429,0.0,-0.4360979666079783,0.29,0.0,0.77,0.03,,0.11081355709324858,1.62,0.0,-1.0218703487957326,164.0,'include',0.07,3.0,6.0,1.62,27768,1928-02-25,-0.11081355709324858,38639,'indicate',Payne,medium,moment,0.11081355709324858
Jessica,0.9327421801857276,0.0,-1.364650010188681,0.89,0.0,0.52,0.03,Customer Service,1.2450926219882543,0.93,0.0,-0.26523207628047557,189.0,'daughter',0.07,4.0,3.0,0.93,10001,1997-07-25,-1.2450926219882543,90719,'need',Hanson,medium,information,1.2450926219882543
Michele,0.11310480354493468,0.0,-2.42804975224874,0.64,0.0,0.85,0.03,,2.5519353939456355,0.11,0.0,0.6268787852657365,265.0,'expert',0.07,4.0,2.0,0.11,12960,1914-02-27,-2.5519353939456355,37699,'once',Scott,low,cultural,2.5519353939456355
Brian,1.666114325317848,0.0,-0.3699340418276585,0.35,0.0,0.66,0.03,Customer Service,0.029911070373821125,1.67,0.0,-1.0760440614985844,140.0,'conference',0.07,2.0,2.0,1.67,23347,1915-05-27,-0.029911070373821125,34197,'usually',Harper,medium,degree,0.029911070373821125
Charles,0.22800865220166266,1.0,0.2823802892375299,0.62,0.0,0.77,0.03,Inventory Management,-0.34927990370264994,0.23,0.0,-0.24425506252012782,225.0,'official',0.07,3.0,4.0,0.23,11758,2020-11-20,-0.34927990370264994,98971,nan,Kelley,low,effect,0.34927990370264994
Emily,1.0298383712413057,0.0,-2.455367562788462,0.72,0.0,1.0,0.03,Sales,2.381386462467758,1.03,1.0,-0.016516540808535967,245.0,nan,0.07,4.0,5.0,1.03,24310,2001-04-06,-2.381386462467758,90121,'themselves',Lewis,low,pick,2.381386462467758
Brent,1.4192193613417714,1.0,-2.432352326769816,0.68,0.0,0.8,0.03,Customer Service,2.272210341832536,1.42,0.0,-0.2998812300352868,186.0,'over',0.07,4.0,3.0,1.42,26670,1945-04-05,-2.272210341832536,98188,nan,Thompson,low,high,2.272210341832536
Linda,0.8644638528398662,0.0,-2.1532447755454767,0.72,0.0,0.8,0.03,Sales,2.096780920446551,0.86,0.0,0.012982236928338095,158.0,'right',0.07,3.0,3.0,0.86,14916,1972-04-12,-2.096780920446551,97054,'fight',Ruiz,medium,available,2.096780920446551
Emma,1.1086158449988122,0.0,-1.299250198748221,0.86,0.0,1.0,0.03,Inventory Management,1.137411916390182,1.11,1.0,-0.40924248812905756,257.0,'those',0.07,5.0,5.0,1.11,13445,1954-06-13,-1.137411916390182,80267,'four',Aguilar,medium,this,1.137411916390182
Danny,0.8450877696707207,0.0,-1.9242618412146584,0.75,0.0,0.57,0.03,,1.8580103753262676,0.85,0.0,-0.03994883557709503,162.0,'author',0.07,5.0,3.0,0.85,21061,1993-09-04,-1.8580103753262676,38958,'here',Cross,medium,us,1.8580103753262676
Amber,0.7027528578781685,0.0,-1.2598892424387163,0.59,0.0,0.75,0.03,,1.4899086952886407,-0.7,0.0,0.8662961067629863,273.0,'thought',0.07,2.0,2.0,-0.7,13241,2017-09-01,-1.4899086952886407,73272,'need',White,high,game,1.4899086952886407
Tony,1.2070405843238607,1.0,-0.9675797318697963,0.6,0.0,0.77,0.03,Marketing,0.7640325744703858,1.21,0.0,-0.5757835316518691,163.0,'look',0.07,4.0,3.0,1.21,22727,1977-03-26,-0.7640325744703858,69801,'once',Cook,low,claim,0.7640325744703858
Lauren,0.11051669512414142,0.0,-1.8189071728546589,0.38,0.0,0.57,0.03,Customer Service,1.9060998132896008,0.11,1.0,0.45128686130844,140.0,'project',0.07,2.0,3.0,0.11,28243,1935-07-02,-1.9060998132896008,22748,'here',Wagner,low,tax,1.9060998132896008
Nicholas,1.4328157378475843,0.0,-0.09941454988760934,0.57,0.0,0.56,0.03,Sales,0.4173636772695408,-1.43,0.0,1.04699371809312,224.0,'traditional',0.07,3.0,2.0,-1.43,11168,1946-09-05,-0.4173636772695408,45213,'individual',Deleon,high,manager,0.4173636772695408
Steven,0.3326466366419577,0.0,0.7653860766444985,0.88,0.0,0.66,0.03,,-0.8846029095579451,0.33,0.0,-0.45929159948390974,178.0,'need',0.07,3.0,3.0,0.33,23323,1931-05-30,-0.8846029095579451,77231,'big',Gill,high,professor,0.8846029095579451
Andrew,1.3962797721248945,0.0,-0.10349924498736152,0.65,0.0,0.65,0.03,Marketing,nan,1.4,0.0,-0.9619297356336437,180.0,'lay',0.07,5.0,2.0,1.4,22722,1947-09-05,-0.19408681306828068,52233,'themselves',Hart,low,herself,0.19408681306828068
Margaret,0.3425254057575876,0.0,0.3867734760710547,0.82,0.0,0.58,0.03,Manager,-0.4849838607008441,0.34,0.0,-0.35602847741351956,248.0,'thing',0.07,2.0,6.0,0.34,27650,1969-11-06,-0.4849838607008441,34617,'show',Miller,low,even,0.4849838607008441
Nicole,0.650683928297414,1.0,-0.32939998945700244,0.53,0.0,0.81,0.03,Sales,0.2079179235966041,0.65,0.0,-0.36637283370954654,226.0,'single',0.07,3.0,3.0,0.65,19083,1998-07-28,-0.2079179235966041,36712,nan,Gonzalez,low,for,0.2079179235966041
Melissa,1.2320374932150688,0.0,-0.4058877313410726,0.73,0.0,0.99,0.03,,0.6988796658189416,-1.23,1.0,0.9936072623869359,262.0,'pull',0.07,5.0,5.0,-1.23,22151,1936-12-07,-0.6988796658189416,32135,'pay',Leonard,medium,tough,0.6988796658189416
Brad,1.1496865698124623,0.0,-1.2956505077158376,0.91,0.0,0.91,0.03,Marketing,1.1246525480658587,1.15,0.0,-0.4394723482046938,167.0,'discuss',0.07,3.0,3.0,1.15,25296,1963-05-24,-1.1246525480658587,18447,'serious',Nunez,medium,television,1.1246525480658587
Tiffany,0.5078991393778705,1.0,-1.3483973260407922,0.76,0.0,0.82,0.03,Sales,nan,-0.51,0.0,0.7536303239952817,172.0,'vote',0.07,4.0,3.0,-0.51,13194,1950-02-13,-1.5414179619586421,04409,'pay',Walter,medium,require,1.5414179619586421
Jo,1.6299388672515205,0.0,-1.0794765031375473,0.76,0.0,0.61,0.03,Sales,nan,1.63,0.0,-0.8436656250387574,141.0,'who',0.07,3.0,2.0,1.63,24184,2018-12-03,-0.790724516827695,71087,'money',Hanson,medium,believe,0.790724516827695
Stacy,0.8055209040892101,1.0,-1.6429756771475545,0.33,0.0,0.46,0.03,,nan,0.81,0.0,-0.09376892971888087,261.0,'religious',0.07,5.0,6.0,0.81,20253,1964-01-08,-1.5681323891126269,13690,'sometimes',Stewart,low,sell,1.5681323891126269
Jeanne,0.11771099858223477,0.0,-1.2752284643435432,0.4,0.0,0.65,0.03,Sales,1.327602745976256,0.12,1.0,0.2878126830675405,296.0,nan,0.07,2.0,5.0,0.12,22705,1980-03-03,-1.327602745976256,47872,'sometimes',Wood,medium,body,1.327602745976256
John,2.3208403415548995,0.0,1.0624336636577179,0.09,0.0,0.86,0.03,Inventory Management,-0.6222566920830883,-2.32,1.0,nan,309.0,'civil',0.07,7.0,4.0,-2.32,15131,1991-04-26,-0.6222566920830883,98682,'give',Scott,low,idea,0.6222566920830883
Jessica,0.8797445512621419,0.0,nan,0.54,0.0,0.53,0.03,Inventory Management,nan,-0.88,0.0,0.8769273769221143,158.0,'beat',0.07,4.0,2.0,-0.88,26168,1944-04-04,-1.1090246682357723,73397,'six',Duran,medium,now,1.1090246682357723
Lisa,0.33695556855648867,0.0,-1.5759322121590076,0.87,0.0,0.9,0.03,,1.5989770241860002,0.34,1.0,0.21962511798095824,252.0,'poor',0.07,5.0,5.0,0.34,26180,1912-11-05,-1.5989770241860002,20374,'none',Gonzales,low,there,1.5989770241860002
Cheryl,1.2136602524864748,0.0,nan,0.19,0.0,1.0,0.03,,2.4997393470781133,1.21,1.0,-0.10365516876778572,192.0,'training',0.07,4.0,4.0,1.21,15399,1924-06-21,-2.4997393470781133,14607,'report',Wilson,low,future,2.4997393470781133
Sara,1.0192491418577987,0.0,-1.4317137552457468,0.17,0.0,0.77,0.03,Inventory Management,1.2974288846088093,1.02,0.0,-0.30716222118815006,151.0,'he',0.07,4.0,6.0,1.02,29249,1939-12-17,-1.2974288846088093,49451,'exactly',Martin,low,similar,1.2974288846088093
Holly,1.3701607575564718,0.0,-3.3374246253525945,0.92,0.0,0.82,0.03,Customer Service,3.243316770874324,1.37,0.0,-0.0013952778110453345,185.0,'risk',0.07,3.0,3.0,1.37,16543,1985-05-03,-3.243316770874324,60818,'trade',Mcbride,low,black,3.243316770874324
Alicia,1.238782887840149,0.0,-1.8499839258870159,0.54,0.0,0.53,0.03,Inventory Management,1.6934972318973154,1.24,0.0,-0.34131054832751667,158.0,'exist',0.07,4.0,2.0,1.24,23530,1992-07-22,-1.6934972318973154,77721,'six',Salazar,medium,minute,1.6934972318973154
Carrie,1.2924086044521914,0.0,-0.34706052895107575,0.41,0.0,0.49,0.03,Sales,0.6495949417295448,-1.29,1.0,1.0193666448085248,147.0,'special',0.07,2.0,3.0,-1.29,12620,1964-06-08,-0.6495949417295448,25751,'pay',Warren,low,item,0.6495949417295448
Christopher,0.774095412716534,1.0,-1.1732485123556091,0.14,0.0,0.96,0.03,Sales,1.0765159245804086,0.77,0.0,nan,196.0,'pick',0.07,3.0,5.0,0.77,17094,1934-02-03,-1.0765159245804086,43827,'professional',Hill,medium,these,1.0765159245804086
Jacqueline,1.3807393943073314,0.0,-0.12336749381787233,0.95,0.0,0.73,0.03,,0.4314466172359147,-1.38,0.0,1.0169697276144356,187.0,'play',0.07,2.0,2.0,-1.38,19949,1923-03-14,-0.4314466172359147,96412,'fill',Williams,medium,most,0.4314466172359147
Justin,1.523142337894137,0.0,-1.2362456550755732,0.21,0.0,0.7,0.03,Inventory Management,0.9803274586279769,1.52,0.0,-0.7221214903607379,104.0,'rich',0.07,3.0,2.0,1.52,12835,1962-11-19,-0.9803274586279769,34542,'drive',Thomas,low,end,0.9803274586279769
Abigail,0.5949376162390716,0.0,-0.02652937475285357,0.81,0.0,0.91,0.03,Customer Service,-0.10134301812287427,0.59,1.0,nan,229.0,'deep',0.07,4.0,5.0,0.59,25192,1994-10-15,-0.10134301812287427,10217,'old',Whitaker,low,cost,0.10134301812287427
Teresa,0.8447055319311937,0.0,-0.8922087022712272,0.48,0.0,0.89,0.03,Sales,0.7629180782527587,0.84,0.0,-0.3402932849842708,145.0,'campaign',0.07,4.0,3.0,0.84,15021,1938-12-23,-0.7629180782527587,17197,'professional',Fox,low,help,0.7629180782527587
Anna,0.7163451928243578,1.0,-1.024740874361436,0.86,0.0,0.93,0.03,Sales,1.2433367276377014,-0.72,0.0,0.8074597324348135,199.0,'whatever',0.07,3.0,3.0,-0.72,23428,1916-06-28,-1.2433367276377014,60023,'need',Pittman,medium,Republican,1.2433367276377014
Antonio,1.4419545866704566,0.0,-0.4373333577757932,0.41,0.0,0.51,0.03,Customer Service,0.15022359056861334,1.44,1.0,-0.8971432815340171,137.0,'turn',0.07,2.0,3.0,1.44,11540,1928-04-29,-0.15022359056861334,70739,'trade',Patterson,medium,work,0.15022359056861334
Megan,1.5569288148944982,0.0,0.0395174134040748,0.9,0.0,0.77,0.03,Inventory Management,0.29694899921691,-1.56,0.0,1.0947098048961141,273.0,'black',0.07,4.0,2.0,-1.56,27628,2009-02-14,-0.29694899921691,76960,'region',Gay,low,minute,0.29694899921691
Rachael,0.7863887683198972,0.0,-0.9266381802307517,0.95,0.0,0.54,0.03,Sales,1.1544796696677107,-0.79,0.0,0.8286513906054285,235.0,'message',0.07,4.0,4.0,-0.79,20420,1948-08-21,-1.1544796696677107,59058,'attention',Estrada,medium,yes,1.1544796696677107
Melissa,0.7035391891119964,0.0,-2.4782992564120963,0.54,0.0,0.64,0.03,Sales,2.4767434536959123,0.7,0.0,0.22200327808510648,128.0,'few',0.07,2.0,2.0,0.7,23646,1918-07-08,-2.4767434536959123,32497,'become',Johnson,low,part,2.4767434536959123
Travis,1.3381684663335514,0.0,-1.1761087611449923,0.55,1.0,0.4,0.03,Administration,0.956774156451613,1.34,0.0,nan,139.0,'recent',0.07,3.0,8.0,1.34,16965,1931-11-14,-0.956774156451613,43225,'big',Orozco,medium,reveal,0.956774156451613
Danielle,0.7689642382603126,0.0,-0.038927278288694966,0.87,0.0,0.88,0.03,Inventory Management,-0.12606572074525468,0.77,1.0,-0.5350214809189949,269.0,'walk',0.07,5.0,5.0,0.77,24313,2010-08-26,-0.12606572074525468,65433,'once',Miles,low,consider,0.12606572074525468
Lee,1.3739894245440922,1.0,nan,0.92,0.0,0.58,0.03,Manager,nan,-1.37,0.0,nan,205.0,'card',0.07,5.0,2.0,-1.37,12001,1928-10-14,-0.7292992687577864,82380,'usually',Mendoza,medium,table,0.7292992687577864
Chad,1.2549194518462266,0.0,-0.5327413547325502,0.44,0.0,0.5,0.03,Customer Service,0.838472421145924,-1.25,1.0,1.0468150984834819,128.0,'particularly',0.07,2.0,3.0,-1.25,26573,2015-05-30,-0.838472421145924,29778,'far',Rangel,low,move,0.838472421145924
Martha,1.0674018754706063,0.0,-0.6990385971984251,0.43,0.0,0.82,0.03,Inventory Management,0.9741253766565644,-1.07,0.0,0.9620201464906826,138.0,'investment',0.07,4.0,5.0,-1.07,22408,1995-04-24,-0.9741253766565644,07252,'trade',Contreras,low,hit,0.9741253766565644
Dustin,0.48207194033643574,0.0,nan,0.77,0.0,0.55,0.03,Customer Service,2.741325935485177,0.48,0.0,0.4387527057270837,217.0,'much',0.07,3.0,3.0,0.48,14747,1924-08-27,-2.741325935485177,60618,'lose',Graves,medium,whom,2.741325935485177
Justin,0.8626933277269162,0.0,-0.30009240565564876,0.58,0.0,0.72,0.03,Sales,0.13067155958482357,0.86,0.0,-0.5255452772311595,170.0,'sport',0.07,4.0,2.0,0.86,27294,1989-06-14,-0.13067155958482357,52717,'indicate',Wilcox,medium,relationship,0.13067155958482357
Jennifer,2.327545455888293,0.0,1.113681094382547,0.51,0.0,0.98,0.03,,-0.675179069449388,-2.33,0.0,1.3293620871712712,269.0,'method',0.07,4.0,3.0,-2.33,28114,1927-03-05,-0.675179069449388,43599,'sometimes',Rogers,low,Mr,0.675179069449388
Bruce,0.23655770759521255,0.0,0.3905950830524169,0.47,0.0,0.86,0.03,,-0.4659741223467144,0.24,0.0,-0.2818500527540343,169.0,'win',0.07,4.0,6.0,0.24,28864,1947-04-07,-0.4659741223467144,37203,'past',Sanchez,low,history,0.4659741223467144
Lori,1.5825903356990432,0.0,-0.06321050971014468,0.89,0.0,0.79,0.03,Administration,nan,1.58,0.0,-1.1060413704239795,152.0,'girl',0.07,4.0,3.0,1.58,14610,1987-04-17,-0.2773923112021224,71513,'free',Gonzalez,low,choice,0.2773923112021224
William,1.1608298482711614,0.0,-0.7175080661132412,0.79,0.0,0.56,0.03,Customer Service,1.0140601412894759,-1.16,0.0,1.0337818509460044,132.0,'its',0.07,4.0,3.0,-1.16,15980,1996-06-01,-1.0140601412894759,69693,'easy',Rodriguez,medium,pressure,1.0140601412894759
Mary,0.4744560413864096,0.0,-1.4200827359211516,0.63,0.0,0.81,0.03,Customer Service,1.6102085164997195,-0.47,0.0,0.7507490177632206,215.0,'while',0.07,3.0,3.0,-0.47,13353,1921-01-02,-1.6102085164997195,91538,'here',Miller,medium,test,1.6102085164997195
Mary,1.3222254600952106,1.0,-0.30419645228403913,0.99,0.0,0.7,0.03,,0.6105991954734971,-1.32,0.0,1.0280665201215204,190.0,'central',0.07,4.0,4.0,-1.32,13313,1928-11-30,-0.6105991954734971,00969,'professional',Davis,medium,human,0.6105991954734971
Jessica,1.6012953793529463,0.0,nan,0.61,0.0,0.55,0.03,Sales,0.3487014406134351,-1.6,0.0,1.137787748313697,245.0,'popular',0.07,3.0,3.0,-1.6,12301,1950-10-01,-0.3487014406134351,94817,'past',Thomas,medium,strategy,0.3487014406134351
Joyce,0.3480406648144848,0.0,-1.5556543596375754,0.09,0.0,0.8,0.03,Inventory Management,1.7265562083018469,-0.35,1.0,0.7004183154801659,304.0,'year',0.07,6.0,4.0,-0.35,23474,1940-03-11,-1.7265562083018469,76054,'report',Griffin,low,somebody,1.7265562083018469
Elizabeth,0.9431980178445496,0.0,-0.6024017024517991,0.91,0.0,0.6,0.03,,0.43394790779889636,0.94,0.0,-0.4946884891180501,163.0,'deal',0.07,4.0,5.0,0.94,16344,1917-10-27,-0.43394790779889636,22713,'social',George,low,TV,0.43394790779889636
Jon,0.6674799719246172,0.0,-0.5435037686044177,0.36,0.0,0.46,0.03,,0.4314608508936656,0.67,1.0,-0.31594260033132615,130.0,'wide',0.07,2.0,3.0,0.67,13358,2009-08-21,-0.4314608508936656,28388,'data',Webster,low,move,0.4314608508936656
Julie,2.4256845732108774,0.0,1.139583112393538,0.83,0.0,0.96,0.03,Customer Service,-0.6813042027736591,-2.43,1.0,1.3915466185232823,275.0,'dinner',0.07,5.0,5.0,-2.43,10989,1975-11-12,-0.6813042027736591,66825,'professional',Butler,low,together,0.6813042027736591
Tracy,0.7952842669893262,0.0,-1.041929402580486,0.75,0.0,0.87,0.03,Inventory Management,1.278758532180646,-0.8,1.0,0.8685537531303787,246.0,'study',0.07,5.0,5.0,-0.8,17934,1982-02-04,-1.278758532180646,57101,'drive',Harris,low,phone,1.278758532180646
Michael,0.441720470797329,1.0,-1.2382435366427849,0.75,0.0,0.53,0.03,Customer Service,1.2178313793898723,0.44,0.0,0.04682631562768652,224.0,'individual',0.07,4.0,4.0,0.44,10451,1937-05-02,-1.2178313793898723,35150,'teach',Neal,medium,artist,1.2178313793898723
Sharon,0.7400522739500787,1.0,-1.7306442895231389,0.87,0.0,0.64,0.03,Marketing,1.6754129791294519,0.74,0.0,-0.02171644280050021,148.0,'we',0.07,2.0,6.0,0.74,24731,1958-08-11,-1.6754129791294519,01640,'usually',Griffin,medium,father,1.6754129791294519
Robin,0.7465201855736232,1.0,-1.0847520668816628,0.64,0.0,0.91,0.03,Customer Service,1.3135862526937827,-0.75,0.0,0.8463795375283307,165.0,'safe',0.07,3.0,3.0,-0.75,25897,2001-06-10,-1.3135862526937827,49958,'human',Bartlett,low,security,1.3135862526937827
Jared,1.1440093950541408,0.0,-2.1497820206972293,0.62,0.0,0.82,0.03,Sales,2.0322600905297277,1.14,0.0,-0.18664754030956757,151.0,'produce',0.07,5.0,5.0,1.14,24699,2017-10-23,-2.0322600905297277,53476,'past',Wong,low,same,2.0322600905297277
Andrew,1.2956429486118957,0.0,-1.1550834339438822,0.81,0.0,0.92,0.03,Marketing,0.9437190453520027,1.3,0.0,-0.5841207868025259,136.0,'five',0.07,3.0,3.0,1.3,17212,1943-05-04,-0.9437190453520027,88688,'firm',Hopkins,medium,traditional,0.9437190453520027
Brian,0.918325408910665,1.0,-1.0147367685603381,0.65,0.0,0.67,0.03,Inventory Management,0.876915988213774,0.92,0.0,-0.3569113441855696,240.0,'history',0.07,3.0,2.0,0.92,28597,1921-05-29,-0.876915988213774,04369,'pay',Brown,low,pass,0.876915988213774
Jonathan,1.2906177663650054,0.0,-0.4151902451688769,0.3,0.0,0.53,0.03,Marketing,0.7215018061286252,-1.29,0.0,1.0379390255743568,210.0,'feel',0.07,3.0,6.0,-1.29,23396,1956-12-05,-0.7215018061286252,17898,'age',Jackson,medium,side,0.7215018061286252
Dustin,0.9095296028585024,0.0,-0.8637779734248532,0.49,0.0,0.71,0.03,Sales,1.1145778234479071,-0.91,0.0,0.8978348365467181,154.0,'ten',0.07,3.0,2.0,-0.91,20188,2003-07-05,-1.1145778234479071,38325,'money',Rodriguez,medium,street,1.1145778234479071
David,0.6326369438299342,1.0,-1.2562989159266118,0.57,0.0,0.54,0.03,,1.4708372464134274,-0.63,0.0,nan,159.0,'lay',0.07,3.0,3.0,-0.63,29178,1938-04-05,-1.4708372464134274,15641,'serious',Robinson,medium,piece,1.4708372464134274
Joseph,1.1897491824419715,0.0,-1.9226477501968489,0.95,0.0,0.76,0.03,Customer Service,1.7812780626806854,1.19,0.0,-0.2853059017348906,220.0,'employee',0.07,4.0,3.0,1.19,24372,2011-04-02,-1.7812780626806854,27863,'sometimes',Turner,medium,often,1.7812780626806854
Keith,1.3265861978589952,0.0,-0.34119442357279317,0.8,0.0,0.54,0.03,Sales,0.6508091983801931,-1.33,0.0,1.041941641931355,261.0,'hear',0.07,5.0,2.0,-1.33,26971,1995-01-16,-0.6508091983801931,80196,'four',Joseph,medium,save,0.6508091983801931
Gary,1.2805788934027724,0.0,-0.377809649751327,0.38,0.0,0.5,0.03,Customer Service,0.12218456437120762,1.28,1.0,-0.799821561886267,153.0,'dog',0.07,2.0,3.0,1.28,24578,1991-08-05,-0.12218456437120762,10915,'themselves',Krause,medium,commercial,0.12218456437120762
Jason,1.3693539534193588,0.0,-2.7101920036764144,0.85,0.0,0.74,0.03,,2.5778970048670224,1.37,0.0,-0.183522104646791,170.0,'should',0.07,5.0,4.0,1.37,26703,1959-07-02,-2.5778970048670224,90861,'once',Reed,low,look,2.5778970048670224
Jimmy,1.054212381050961,0.0,-0.6708150592051171,0.1,0.0,0.96,0.03,Customer Service,0.941304788354955,-1.05,1.0,0.9444278789955982,292.0,'structure',0.07,6.0,4.0,-1.05,18665,1998-09-19,-0.941304788354955,67007,'here',Johnson,medium,sport,0.941304788354955
Allen,0.7295616149102195,0.0,-1.0944702274169136,0.86,0.0,0.87,0.03,Sales,1.3202075676587843,-0.73,0.0,0.8371609300110576,171.0,'attorney',0.07,5.0,2.0,-0.73,25440,1944-10-17,-1.3202075676587843,84487,'rise',Carlson,low,environment,1.3202075676587843
Terri,0.8631763295131387,0.0,-1.0008786566083205,0.18,0.0,0.9,0.03,,1.2499745279165588,-0.86,0.0,0.9048347993997619,282.0,'foot',0.07,4.0,4.0,-0.86,28571,1963-06-09,-1.2499745279165588,33621,'rise',Rosales,medium,small,1.2499745279165588
